timestamp,target,u_star,offset,pulse,ground_truth,vlm_direction,correct,laser_visible,on_target,confidence,reasoning,image
2026-07-16T00:13:35,the black bottle,280,2,282,right,unknown,False,True,True,high,The laser dot is touching the black bottle on the bed.,captures/e1/bottle/q001_off+2_rep1.jpg
2026-07-16T00:13:38,the black bottle,280,3,283,right,left,False,True,False,high,The laser dot is visible immediately to the right of the black bottle and does not overlap.,captures/e1/bottle/q002_off+3_rep1.jpg
2026-07-16T00:13:42,the black bottle,280,-2,278,left,left,True,True,False,high,The laser dot is on the wall to the right of the black bottle and does not overlap.,captures/e1/bottle/q003_off-2_rep5.jpg
2026-07-16T00:13:45,the black bottle,280,-5,275,left,left,True,True,False,high,The laser dot is visible to the right of the black bottle and they do not overlap.,captures/e1/bottle/q004_off-5_rep11.jpg
2026-07-16T00:13:49,the black bottle,280,5,285,right,unknown,False,True,False,high,"The laser dot is on the wall behind the black bottle, not overlapping its body.",captures/e1/bottle/q005_off+5_rep3.jpg
2026-07-16T00:13:52,the black bottle,280,-1,279,left,right,False,True,False,high,"The laser dot is to the left of the black bottle on the bed, not overlapping.",captures/e1/bottle/q006_off-1_rep10.jpg
2026-07-16T00:13:56,the black bottle,280,-25,255,left,right,False,True,False,high,"The laser dot is on the bed near the center, while the black bottle is further right, and they do not overlap.",captures/e1/bottle/q007_off-25_rep1.jpg
2026-07-16T00:13:59,the black bottle,280,-8,272,left,left,True,True,False,high,The laser dot is visible on the wall to the right of the black bottle and does not overlap it.,captures/e1/bottle/q008_off-8_rep2.jpg
2026-07-16T00:14:03,the black bottle,280,18,298,right,right,True,True,False,high,The laser dot is on the wall to the left of the black bottle and they do not overlap.,captures/e1/bottle/q009_off+18_rep2.jpg
2026-07-16T00:14:06,the black bottle,280,25,305,right,right,True,True,False,high,The laser dot is visible on the blue folder and the black bottle is on the bed; they do not overlap.,captures/e1/bottle/q010_off+25_rep2.jpg
2026-07-16T00:14:10,the black bottle,280,-25,255,left,right,False,True,False,high,"The laser dot is visible on the blanket, not on the black bottle, so they do not overlap.",captures/e1/bottle/q011_off-25_rep6.jpg
2026-07-16T00:14:15,the black bottle,280,12,292,right,right,True,True,False,high,The laser dot is on the bed to the right of the black bottle and not overlapping it.,captures/e1/bottle/q012_off+12_rep2.jpg
2026-07-16T00:14:18,the black bottle,280,25,305,right,right,True,True,False,high,"The laser dot is on the bed to the left of the black bottle, not overlapping with it.",captures/e1/bottle/q013_off+25_rep1.jpg
2026-07-16T00:14:21,the black bottle,280,1,281,right,unknown,False,False,False,high,"The laser dot is not visible in the image, and the black bottle is on the bed.",captures/e1/bottle/q014_off+1_rep1.jpg
2026-07-16T00:14:25,the black bottle,280,-8,272,left,left,True,True,False,high,"The laser dot is on the right of the black bottle on the bed, and they do not overlap.",captures/e1/bottle/q015_off-8_rep9.jpg
2026-07-16T00:14:29,the black bottle,280,5,285,right,left,False,True,False,high,"The laser dot is to the right of the black bottle on the bed, not overlapping.",captures/e1/bottle/q016_off+5_rep8.jpg
2026-07-16T00:14:32,the black bottle,280,2,282,right,unknown,False,True,True,high,"The laser dot is directly on the black bottle, overlapping its body.",captures/e1/bottle/q017_off+2_rep5.jpg
2026-07-16T00:14:36,the black bottle,280,25,305,right,right,True,True,False,high,The laser dot is on the blue folder and the black bottle is to the right; they do not overlap.,captures/e1/bottle/q018_off+25_rep8.jpg
2026-07-16T00:14:39,the black bottle,280,5,285,right,left,False,True,False,high,"The laser dot is visible to the right of the black bottle on the bed, and they do not overlap.",captures/e1/bottle/q019_off+5_rep10.jpg
2026-07-16T00:14:42,the black bottle,280,25,305,right,right,True,True,False,high,"The laser dot is visible on the bed next to the black bottle, and they do not overlap.",captures/e1/bottle/q020_off+25_rep9.jpg
2026-07-16T00:14:46,the black bottle,280,-1,279,left,unknown,False,False,False,high,The laser dot is not visible in the image.,captures/e1/bottle/q021_off-1_rep1.jpg
2026-07-16T00:14:49,the black bottle,280,18,298,right,right,True,True,False,high,"The laser dot is on the blanket to the right of the bottle, not overlapping the black bottle.",captures/e1/bottle/q022_off+18_rep5.jpg
2026-07-16T00:14:53,the black bottle,280,1,281,right,left,False,True,False,high,"The laser dot is visible on the bed, to the right of the black bottle, and they do not overlap.",captures/e1/bottle/q023_off+1_rep8.jpg
2026-07-16T00:14:56,the black bottle,280,-12,268,left,left,True,True,False,high,The laser dot is to the right of the black bottle and not overlapping.,captures/e1/bottle/q024_off-12_rep5.jpg
2026-07-16T00:15:00,the black bottle,280,-1,279,left,left,True,True,False,high,The laser dot is to the right of the black bottle on the bed and does not overlap it.,captures/e1/bottle/q025_off-1_rep9.jpg
2026-07-16T00:15:03,the black bottle,280,-12,268,left,left,True,True,False,high,"The laser dot is on the right side of the image, and the black bottle is to its left with no overlap.",captures/e1/bottle/q026_off-12_rep2.jpg
2026-07-16T00:15:07,the black bottle,280,-1,279,left,right,False,True,False,high,"The laser dot is on the bed next to the black bottle, but not overlapping it.",captures/e1/bottle/q027_off-1_rep7.jpg
2026-07-16T00:15:10,the black bottle,280,18,298,right,right,True,True,False,high,The laser dot is on the wall and not overlapping with the black bottle.,captures/e1/bottle/q028_off+18_rep9.jpg
2026-07-16T00:15:14,the black bottle,280,-12,268,left,left,True,True,False,high,The laser dot is on the wall to the right of the black bottle and they do not overlap.,captures/e1/bottle/q029_off-12_rep9.jpg
2026-07-16T00:15:18,the black bottle,280,-5,275,left,left,True,True,False,high,The laser dot is to the right of the black bottle and not overlapping it.,captures/e1/bottle/q030_off-5_rep4.jpg
2026-07-16T00:15:22,the black bottle,280,-1,279,left,left,True,True,False,high,The laser dot is to the right of the black bottle on the bed and does not overlap with it.,captures/e1/bottle/q031_off-1_rep8.jpg
2026-07-16T00:15:25,the black bottle,280,1,281,right,unknown,False,False,False,high,"The laser dot is not visible, so it cannot be compared to the position of the black bottle.",captures/e1/bottle/q032_off+1_rep6.jpg
2026-07-16T00:15:29,the black bottle,280,1,281,right,right,True,True,False,high,"The laser dot is on the bed near the black bottle, but they do not overlap.",captures/e1/bottle/q033_off+1_rep0.jpg
2026-07-16T00:15:32,the black bottle,280,3,283,right,right,True,True,False,high,"The laser dot is visible on the bed immediately adjacent to, but not touching, the black bottle.",captures/e1/bottle/q034_off+3_rep6.jpg
2026-07-16T00:15:36,the black bottle,280,-3,277,left,left,True,True,False,high,"The laser dot is to the right of the black bottle on the bed, and they do not overlap.",captures/e1/bottle/q035_off-3_rep2.jpg
2026-07-16T00:15:40,the black bottle,280,-1,279,left,left,True,True,False,high,The laser dot is just to the right of the black bottle and does not overlap with it.,captures/e1/bottle/q036_off-1_rep11.jpg
2026-07-16T00:15:44,the black bottle,280,-25,255,left,unknown,False,False,False,high,"The laser dot is not visible in the image, so it cannot be compared to the black bottle.",captures/e1/bottle/q037_off-25_rep10.jpg
2026-07-16T00:15:47,the black bottle,280,-8,272,left,left,True,True,False,high,"The laser dot is to the right of the black bottle on the bed, and they do not overlap.",captures/e1/bottle/q038_off-8_rep3.jpg
2026-07-16T00:15:51,the black bottle,280,-25,255,left,unknown,False,False,False,high,"The laser dot is not visible in the image, and the black bottle is on the right side of the bed.",captures/e1/bottle/q039_off-25_rep0.jpg
2026-07-16T00:15:54,the black bottle,280,-2,278,left,unknown,False,True,True,high,"The laser dot is on the right side of the black bottle, clearly overlapping its body.",captures/e1/bottle/q040_off-2_rep2.jpg
2026-07-16T00:15:58,the black bottle,280,-3,277,left,unknown,False,True,True,high,The laser dot is on the right side of the black bottle and overlaps its body.,captures/e1/bottle/q041_off-3_rep9.jpg
2026-07-16T00:16:02,the black bottle,280,-3,277,left,unknown,False,True,True,high,"The laser dot is on the black bottle, clearly overlapping its body.",captures/e1/bottle/q042_off-3_rep6.jpg
2026-07-16T00:16:05,the black bottle,280,-2,278,left,unknown,False,True,True,high,The laser dot is on the bed directly touching the black bottle's body.,captures/e1/bottle/q043_off-2_rep11.jpg
2026-07-16T00:16:08,the black bottle,280,-5,275,left,left,True,True,False,high,The laser dot is to the right of the black bottle and not overlapping it.,captures/e1/bottle/q044_off-5_rep6.jpg
2026-07-16T00:16:12,the black bottle,280,8,288,right,right,True,True,False,high,The laser dot is on the bed to the left of the black bottle and does not overlap with it.,captures/e1/bottle/q045_off+8_rep7.jpg
2026-07-16T00:16:16,the black bottle,280,2,282,right,unknown,False,True,True,high,The laser dot is clearly overlapping the black bottle's body.,captures/e1/bottle/q046_off+2_rep6.jpg
2026-07-16T00:16:19,the black bottle,280,3,283,right,unknown,False,True,True,high,"The laser dot is on the black bottle, directly overlapping its body.",captures/e1/bottle/q047_off+3_rep4.jpg
2026-07-16T00:16:23,the black bottle,280,-12,268,left,left,True,True,False,high,"The laser dot is to the right of the black bottle on the bed, and they do not overlap.",captures/e1/bottle/q048_off-12_rep10.jpg
2026-07-16T00:16:27,the black bottle,280,-1,279,left,right,False,True,False,high,"The laser dot is near the left side on the bed, and the black bottle is on the right side of the bed; they do not overlap.",captures/e1/bottle/q049_off-1_rep0.jpg
2026-07-16T00:16:30,the black bottle,280,1,281,right,unknown,False,False,False,high,The laser dot is not visible in the image.,captures/e1/bottle/q050_off+1_rep2.jpg
2026-07-16T00:16:34,the black bottle,280,1,281,right,right,True,True,False,high,"The laser dot is on the bed, to the left of the black bottle, and they do not overlap.",captures/e1/bottle/q051_off+1_rep3.jpg
2026-07-16T00:16:37,the black bottle,280,-12,268,left,left,True,True,False,high,The laser dot is to the right of the black bottle on the bed and they do not overlap.,captures/e1/bottle/q052_off-12_rep6.jpg
2026-07-16T00:16:41,the black bottle,280,8,288,right,right,True,True,False,high,"The laser dot is on the bed near the black bottle, but not overlapping with it.",captures/e1/bottle/q053_off+8_rep4.jpg
2026-07-16T00:16:45,the black bottle,280,-3,277,left,left,True,True,False,high,The laser dot is just to the right of the black bottle and not overlapping.,captures/e1/bottle/q054_off-3_rep3.jpg
2026-07-16T00:16:48,the black bottle,280,2,282,right,right,True,True,False,high,The laser dot is on the bed near the black bottle but not touching it.,captures/e1/bottle/q055_off+2_rep0.jpg
2026-07-16T00:16:52,the black bottle,280,-18,262,left,left,True,True,False,high,The laser dot is visible to the right of the black bottle and does not overlap it.,captures/e1/bottle/q056_off-18_rep0.jpg
2026-07-16T00:16:55,the black bottle,280,-5,275,left,left,True,True,False,high,"The laser dot is to the right of the black bottle on the bed, and they do not overlap.",captures/e1/bottle/q057_off-5_rep0.jpg
2026-07-16T00:16:59,the black bottle,280,-3,277,left,right,False,True,False,high,The laser dot is on the bed near the black bottle but not touching it.,captures/e1/bottle/q058_off-3_rep0.jpg
2026-07-16T00:17:03,the black bottle,280,-3,277,left,left,True,True,False,high,The laser dot is to the right of the black bottle and not overlapping.,captures/e1/bottle/q059_off-3_rep8.jpg
2026-07-16T00:17:06,the black bottle,280,25,305,right,right,True,True,False,high,"The laser dot is on the blue folder to the left of the black bottle, with no overlap.",captures/e1/bottle/q060_off+25_rep4.jpg
2026-07-16T00:17:10,the black bottle,280,1,281,right,unknown,False,True,True,high,"The laser dot is on the side of the black bottle, touching it.",captures/e1/bottle/q061_off+1_rep11.jpg
2026-07-16T00:17:13,the black bottle,280,-1,279,left,right,False,True,False,high,"The laser dot is visible on the left side of the bed, while the black bottle is on the right side near some blankets, and they do not overlap.",captures/e1/bottle/q062_off-1_rep3.jpg
2026-07-16T00:17:17,the black bottle,280,-8,272,left,left,True,True,False,high,"The laser dot is to the right of the black bottle on the bed, not overlapping.",captures/e1/bottle/q063_off-8_rep10.jpg
2026-07-16T00:17:21,the black bottle,280,5,285,right,left,False,True,False,high,"The laser dot is to the right of the black bottle on the wall, not overlapping.",captures/e1/bottle/q064_off+5_rep6.jpg
2026-07-16T00:17:24,the black bottle,280,8,288,right,right,True,True,False,high,"The laser dot is slightly to the left of the black bottle, not overlapping with it.",captures/e1/bottle/q065_off+8_rep2.jpg
2026-07-16T00:17:28,the black bottle,280,-2,278,left,unknown,False,True,True,high,"The laser dot is directly touching the black bottle on the bed, indicating overlap.",captures/e1/bottle/q066_off-2_rep6.jpg
2026-07-16T00:17:32,the black bottle,280,3,283,right,unknown,False,True,True,high,"The laser dot is on the black bottle, clearly overlapping with its body.",captures/e1/bottle/q067_off+3_rep0.jpg
2026-07-16T00:17:35,the black bottle,280,12,292,right,right,True,True,False,high,"The laser dot is to the left of the black bottle, not overlapping.",captures/e1/bottle/q068_off+12_rep11.jpg
2026-07-16T00:17:39,the black bottle,280,5,285,right,left,False,True,False,high,The laser dot is on the bed to the right of the black bottle and not overlapping.,captures/e1/bottle/q069_off+5_rep1.jpg
2026-07-16T00:17:42,the black bottle,280,-3,277,left,left,True,True,False,high,The laser dot is to the right of the black bottle and not overlapping it.,captures/e1/bottle/q070_off-3_rep7.jpg
2026-07-16T00:17:46,the black bottle,280,25,305,right,right,True,True,False,high,"The laser dot is on the blue folder, and the black bottle is on the bed, not overlapping.",captures/e1/bottle/q071_off+25_rep6.jpg
2026-07-16T00:17:49,the black bottle,280,8,288,right,right,True,True,False,high,The laser dot is on the bed to the left of the black bottle and does not overlap with it.,captures/e1/bottle/q072_off+8_rep5.jpg
2026-07-16T00:17:53,the black bottle,280,1,281,right,unknown,False,False,False,high,The laser dot is not visible in the image.,captures/e1/bottle/q073_off+1_rep4.jpg
2026-07-16T00:17:57,the black bottle,280,-5,275,left,left,True,True,False,high,The laser dot is to the right of the black bottle and not overlapping it.,captures/e1/bottle/q074_off-5_rep2.jpg
2026-07-16T00:18:00,the black bottle,280,-18,262,left,left,True,True,False,high,"The laser dot is on the right side of the image on the bed and not overlapping the black bottle, which is also in the center-right of the image.",captures/e1/bottle/q075_off-18_rep4.jpg
2026-07-16T00:18:04,the black bottle,280,-2,278,left,left,True,True,False,high,The laser dot is visible to the right of the black bottle but not overlapping.,captures/e1/bottle/q076_off-2_rep10.jpg
2026-07-16T00:18:08,the black bottle,280,8,288,right,right,True,True,False,high,The laser dot is on the bed to the left of the black bottle and does not overlap with it.,captures/e1/bottle/q077_off+8_rep10.jpg
2026-07-16T00:18:12,the black bottle,280,5,285,right,right,True,True,False,high,"The laser dot is visible to the right of the black bottle, not touching or overlapping it.",captures/e1/bottle/q078_off+5_rep2.jpg
2026-07-16T00:18:16,the black bottle,280,-18,262,left,left,True,True,False,high,"The laser dot is to the right of the black bottle on the bed, not overlapping.",captures/e1/bottle/q079_off-18_rep11.jpg
2026-07-16T00:18:20,the black bottle,280,-2,278,left,left,True,True,False,high,The laser dot is visible to the right of the black bottle but is not overlapping it.,captures/e1/bottle/q080_off-2_rep3.jpg
2026-07-16T00:18:23,the black bottle,280,-18,262,left,left,True,True,False,high,"The laser dot is on the bed to the right of the black bottle, and they do not overlap.",captures/e1/bottle/q081_off-18_rep9.jpg
2026-07-16T00:18:27,the black bottle,280,12,292,right,left,False,True,False,high,The laser dot is on the wall to the right of the black bottle and does not overlap with it.,captures/e1/bottle/q082_off+12_rep10.jpg
2026-07-16T00:18:32,the black bottle,280,-18,262,left,left,True,True,False,high,"The laser dot is to the right of the black bottle, and they do not overlap.",captures/e1/bottle/q083_off-18_rep7.jpg
2026-07-16T00:18:35,the black bottle,280,12,292,right,right,True,True,False,high,"The laser dot is on the wall behind and to the left of the black bottle, and they do not overlap.",captures/e1/bottle/q084_off+12_rep4.jpg
2026-07-16T00:18:39,the black bottle,280,12,292,right,right,True,True,False,high,The laser dot is on the bed to the left of the black bottle and does not overlap with it.,captures/e1/bottle/q085_off+12_rep9.jpg
2026-07-16T00:18:42,the black bottle,280,-5,275,left,left,True,True,False,high,"The laser dot is to the right of the black bottle on the bed, and they do not overlap.",captures/e1/bottle/q086_off-5_rep7.jpg
2026-07-16T00:18:45,the black bottle,280,12,292,right,right,True,True,False,high,"The laser dot is on the bed to the left of the black bottle, and they do not overlap.",captures/e1/bottle/q087_off+12_rep7.jpg
2026-07-16T00:18:49,the black bottle,280,-1,279,left,unknown,False,True,True,high,"The laser dot is on the black bottle's body, indicating they overlap.",captures/e1/bottle/q088_off-1_rep6.jpg
2026-07-16T00:18:52,the black bottle,280,25,305,right,right,True,True,False,high,The laser dot is on a blue object on the bed and not on the black bottle to the right.,captures/e1/bottle/q089_off+25_rep0.jpg
2026-07-16T00:18:56,the black bottle,280,-12,268,left,left,True,True,False,high,"The laser dot is on the wall to the right of the black bottle, and they do not overlap.",captures/e1/bottle/q090_off-12_rep1.jpg
2026-07-16T00:18:59,the black bottle,280,-2,278,left,unknown,False,True,True,high,The laser dot is on the right side of the black bottle and overlaps it directly.,captures/e1/bottle/q091_off-2_rep1.jpg
2026-07-16T00:19:02,the black bottle,280,-25,255,left,unknown,False,False,False,high,"There is no visible laser dot in the image, and the black bottle is on the bed.",captures/e1/bottle/q092_off-25_rep5.jpg
2026-07-16T00:19:06,the black bottle,280,25,305,right,right,True,True,False,high,"The laser dot is on the wall, and the black bottle is on the bed; they do not overlap.",captures/e1/bottle/q093_off+25_rep11.jpg
2026-07-16T00:19:10,the black bottle,280,25,305,right,right,True,True,False,high,"The laser dot is visible on the blue notebook on the bed, and the black bottle is on the bed as well but separate from the dot, so they do not overlap.",captures/e1/bottle/q094_off+25_rep3.jpg
2026-07-16T00:19:13,the black bottle,280,-1,279,left,unknown,False,False,False,high,"There is no visible laser dot in the image, only a black bottle on the bed.",captures/e1/bottle/q095_off-1_rep5.jpg
